PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103198532,689043,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,Active,,,,9.9,EC50,=,9900,nM
2,318387550,122188662,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCC#C)OC(=O)C,Active,,,,9.8,EC50,=,9800,nM
3,318387560,122188672,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCCCCCCCC2=CN=NN2CCCO)OC(=O)C,Unspecified,,,,10.2,EC50,=,10200,nM
4,318387561,122188673,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)NCCC2=CN=NN2CCCO)OC(=O)C,Unspecified,,,,10.3,EC50,=,10300,nM
5,318387562,122188674,C1=CC(=C(C=C1/C=C/C(=O)OCCC2=CN=NN2CCCO)F)F,Active,,,,5.1,EC50,=,5100,nM
6,318387564,122188676,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCCN2C=C(N=N2)CCOC(=O)/C=C/C3=CC(=C(C=C3)OC(=O)C)OC(=O)C)OC(=O)C,Active,,,,9.6,EC50,=,9600,nM
7,318387565,122188677,CC1=C(C(=C(C2=C1OC(CC2)(C)C(=O)OCCCN3C(=CN=N3)CCOC(=O)/C=C/C4=CC(=C(C=C4)OC(=O)C)OC(=O)C)C)OC(=O)C)C,Unspecified,,,,10.1,EC50,=,10100,nM
