PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103167028,47795,C1CN(N=C1N)C2=CC=CC(=C2)C(F)(F)F,Active,,,,6.8,EC50,=,6800,nM
2,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,0.47,EC50,=,470,nM
3,103289646,59757,CN(C(=O)CCC1=NN(C(=C1)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)O,Active,,,,0.07,EC50,=,70,nM
4,103328481,15005945,CN(C(=O)CCSC1=NC2=C(S1)C=CC(=C2)Cl)O,Active,,,,0.02,EC50,=,20,nM
5,103328483,15005946,CN(C(=O)CSC1=NC2=CC=CC=C2S1)O,Active,,,,0.07,EC50,=,70,nM
6,103328488,15005976,CC(C)C1=CC2=C(C=C1)N=C(S2)SCCNC(=O)N(C)O,Active,,,,0.16,EC50,=,160,nM
7,103328489,15005975,CN(C(=O)NCCSC1=NC2=C(S1)C(=CC=C2)Cl)O,Active,,,,0.53,EC50,=,530,nM
8,103328506,15005961,CN(C(=O)NCCSC1=NC2=CC=CC=C2S1)O,Active,,,,0.09,EC50,=,90,nM
9,103328519,15005974,CN(C(=O)NCCSC1=NC2=C(S1)C=CC(=C2)C(F)(F)F)O,Active,,,,3.2,EC50,=,3200,nM
10,103328525,15005973,CN(C(=O)NCCCSC1=NC2=CC=CC=C2S1)O,Active,,,,0.045,EC50,=,45,nM
11,103328541,15005967,CN(C(=O)NCSC1=NC2=CC=CC=C2S1)O,Active,,,,1.07,EC50,=,1070,nM
12,103328552,15005943,CN(C(=O)CCSC1=NC2=CC=CC=C2S1)O,Active,,,,0.039,EC50,=,39,nM
13,103328889,15005968,CN(C(=O)NCCSC1=NC2=C(S1)C=CC(=C2)Cl)O,Active,,,,0.02,EC50,=,20,nM
14,103328904,15005971,C1=CC=C2C(=C1)N=C(S2)SCCNC(=O)NO,Active,,,,5.2,EC50,=,5200,nM
15,103328905,15005970,CCOC1=CC2=C(C=C1)N=C(S2)SCCNC(=O)N(C(C)C)O,Active,,,,0.39,EC50,=,390,nM
16,103328906,15005969,CC(C)N(C(=O)NCCCSC1=NC2=CC=CC=C2S1)O,Active,,,,0.07,EC50,=,70,nM
17,103328936,15005972,C1=CC2=C(C=C1Cl)N=C(S2)SCCNC(=O)NO,Unspecified,,,,24.5,EC50,=,24500,nM
18,103329018,15005966,CCOC1=CC2=C(C=C1)N=C(S2)SCCNC(=O)N(C)O,Active,,,,0.11,EC50,=,110,nM
19,103329020,15005962,CC(C)N(C(=O)NCCSC1=NC2=CC=CC=C2S1)O,Active,,,,0.13,EC50,=,130,nM
20,103329046,15005977,CC(C)N(C(=O)NCCSC1=NC2=C(S1)C=CC(=C2)Cl)O,Active,,,,0.07,EC50,=,70,nM
21,103329159,15005948,CN(C(=O)/C=C/SC1=NC2=CC=CC=C2S1)O,Active,,,,0.13,EC50,=,130,nM
