PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,3.3,IC50,=,3300,nM
2,163313680,1733195,CC1=CC(=CC=C1)C2=N/C(=C\C3=CC=C(O3)C4=CC(=CC=C4)Cl)/C(=O)O2,Unspecified,,,,100,IC50,>,100000,nM
3,163313681,11834888,C1=CC(=CC=C1NCN2C(=O)C3=C(C2=O)C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Unspecified,,,,38,IC50,=,38000,nM
4,163313682,610243,CC1=CC(=CC=C1)NC2=NS(=O)(=O)C3=C2C=CC(=C3)[N+](=O)[O-],Active,,,,9.7,IC50,=,9700,nM
5,163313683,1822643,C1=CC=C2C(=C1)C=CC=C2OC(=O)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],Active,,,,8.6,IC50,=,8600,nM
6,163313989,9507010,C1COC2=C(O1)C=CC(=C2)C3=NN4C(=NN=C4S3)CSC5=CC=CC=C5,Unspecified,,,,100,IC50,>,100000,nM
7,163315739,2971957,C1C(OC2=CC=CC=C2O1)C3=NN4C(=NN=C4S3)CN5C6=CC=CC=C6N=N5,Unspecified,,,,100,IC50,>,100000,nM
8,163317106,1115445,C1=CC=C(C=C1)C(=O)COC(=O)C2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)[N+](=O)[O-],Unspecified,,,,48,IC50,=,48000,nM
9,163317107,135708258,CCOC1=CC(=CC(=C1O)[N+](=O)[O-])/C=N\NC2=NC3=CC=CC=C3S2,Unspecified,,,,40,IC50,=,40000,nM
10,163317108,1811377,C1=CC=C2C(=C1)C=C(N2)SCC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Unspecified,,,,23.9,IC50,=,23900,nM
11,163320891,2962247,CC1=C(C(=NN1CC2=CC=C(C=C2)F)C)NC(=O)C3CC(=NO3)C4=CC(=CC=C4)Br,Unspecified,,,,100,IC50,>,100000,nM
12,163320892,1823617,C1=CC=C2C(=C1)N=C3N2C(=O)/C(=C/C4=CC(=C(C(=C4)I)O)[N+](=O)[O-])/S3,Unspecified,,,,100,IC50,>,100000,nM
13,163324257,3136217,CC(C)(C)OC(=O)NNS(=O)(=O)C1=CC=CC(=C1)[N+](=O)[O-],Unspecified,,,,100,IC50,>,100000,nM
14,163324258,993074,CC1=C(C=CC(=C1)Cl)NC(=O)CN2C(=O)C3=C(N=N2)SC4=C3CCCC4,Unspecified,,,,100,IC50,>,100000,nM
15,163326100,996799,COC(=O)C1=CC=C(C=C1)NC(=S)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,Unspecified,,,,100,IC50,>,100000,nM
16,163327416,805589,C1=CC=C2C(=C1)N=CN2S(=O)(=O)C3=C(C=CC(=C3)[N+](=O)[O-])Cl,Active,,,,8.1,IC50,=,8100,nM
17,163327417,6871421,C1=CC(=CC=C1/C=N/OC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])Br,Unspecified,,,,36,IC50,=,36000,nM
18,163327731,17600320,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NCCNC(=O)C3=CC=C(O3)[N+](=O)[O-],Unspecified,,,,100,IC50,>,100000,nM
19,163327732,2873002,C1=CC=C2C(=C1)N=C(S2)/C(=C(/C3=CC(=C(C=C3)Cl)[N+](=O)[O-])\O)/C#N,Unspecified,,,,100,IC50,>,100000,nM
20,163327733,1816908,C1=CC=C(C=C1)CC2=NN=C3N2N=C(S3)C4=CC(=C(C=C4)Cl)Cl,Unspecified,,,,100,IC50,>,100000,nM
21,163327734,987980,CCOC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)N2CCC3=CC=CC=C3C2)C4=CC=CC=C4,Unspecified,,,,100,IC50,>,100000,nM
22,163330905,1309076,CC1=CC=C(C=C1)SC2=NC(=NN2CC(=O)C3=CC=CC=C3)[N+](=O)[O-],Unspecified,,,,76,IC50,=,76000,nM
23,163331251,4984206,CC(=NCC1=CC(=C(C=C1)Cl)Cl)C2=C(NN(C2=O)C3=NC4=CC=CC=C4S3)C(F)(F)F,Unspecified,,,,100,IC50,>,100000,nM
24,163334403,6229062,COC1=CC=C(C=C1)C2=NN=C3N2N=C(S3)/C=C/C4=CC=CC=C4OC,Unspecified,,,,100,IC50,>,100000,nM
25,163334404,814008,CC1=NC2=C(C=CC=C2OC(=O)C3=CC(=CC=C3)[N+](=O)[O-])C=C1,Unspecified,,,,100,IC50,>,100000,nM
26,163334723,1237983,C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)NC(=O)C4=CC(=C(C=C4)Cl)[N+](=O)[O-],Unspecified,,,,100,IC50,>,100000,nM
27,163337824,1219517,COC1=C(C(=C(C=C1)/C=C\2/C(=O)OC(=N2)C3=CC(=C(C=C3)Cl)[N+](=O)[O-])OC)OC,Unspecified,,,,100,IC50,>,100000,nM
28,163337825,1017552,C1=CC(=CC=C1NC(=O)CSC2=NN=NN2C3=CC(=C(C=C3)Cl)C(=O)O)F,Unspecified,,,,100,IC50,>,100000,nM
29,163337826,6874154,CN1C(=C(C=N1)Cl)C(=O)N/N=C/C2=CC=CC=C2OC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Unspecified,,,,100,IC50,>,100000,nM
30,163338133,1732961,C1=CC=C2C=C(C=CC2=C1)C3=N/C(=C\C4=CC=C(C=C4)Cl)/C(=O)O3,Unspecified,,,,100,IC50,>,100000,nM
31,163338134,1229519,COC1=CC(=CC(=C1O)/C=C/2\C(=O)N(C(=O)S2)CC3=CC=C(C=C3)F)Cl,Unspecified,,,,100,IC50,>,100000,nM
