PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103202029,3651377,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl,Active,,,,2.2,IC50,=,2200,nM,
2,103212117,14840979,C1=CC=C(C=C1)/C=C/COC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,Inconclusive,,,Potential missing data,,Activity,,,,Not Determined
3,103507426,3218,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,Active,,,,0.21,IC50,=,210,nM,
4,103507434,23646340,CCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,Active,,,,0.8,IC50,=,800,nM,
5,103579891,100659,CCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,Active,,,,0.9,IC50,=,900,nM,
6,103579892,4187769,CCCCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,Active,,,,2.1,IC50,=,2100,nM,
7,103581257,171489,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O,Active,,,,9.1,IC50,=,9100,nM,
8,194141352,46189193,CCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
9,194170572,167846,CCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O,Active,,,,6.1,IC50,=,6100,nM,
10,194175794,46189196,CCCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O,Unspecified,,,,10,IC50,>,10000,nM,
11,194178734,5086864,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
12,242636556,72195592,CCCCCCC1=C(C(=O)C=C(C1=O)O)O,Unspecified,,,,10,IC50,>,10000,nM,
13,312388917,72195591,CCCCC1=C(C(=O)C=C(C1=O)O)O,Unspecified,,,,10,IC50,>,10000,nM,
14,312388918,118733904,CCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,Active,,,,1,IC50,=,1000,nM,
15,312388919,80074,CCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,Active,,,,3.1,IC50,=,3100,nM,
16,312388920,118733905,CCCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,Active,,,,1.6,IC50,=,1600,nM,
17,312388921,118733906,CCCCCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,Unspecified,,,,10,IC50,>,10000,nM,
18,312388922,118733907,CC(=CCC/C(=C/CC1=C(C(=O)C=C(C1=O)O)O)/C)C,Unspecified,,,,10,IC50,>,10000,nM,
19,312388923,15379534,CC(=CCC/C(=C/CC/C(=C/CC1=C(C(=O)C=C(C1=O)O)O)/C)/C)C,Unspecified,,,,10,IC50,>,10000,nM,
20,312388924,118733908,CCCCC1=C(C(=O)C=C(C1=O)OC)O,Unspecified,,,,10,IC50,>,10000,nM,
21,312388925,118733909,CCCCCCC1=C(C(=O)C=C(C1=O)OC)O,Unspecified,,,,10,IC50,>,10000,nM,
22,312388926,118733910,CCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O,Unspecified,,,,10,IC50,>,10000,nM,
23,312388927,46189195,CCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O,Unspecified,,,,10,IC50,>,10000,nM,
24,312388928,118733911,CCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O,Active,,,,5.8,IC50,=,5800,nM,
25,312388929,4984595,CCCCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O,Active,,,,9.3,IC50,=,9300,nM,
26,312388930,5318477,CCCCCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O,Unspecified,,,,10,IC50,>,10000,nM,
27,312388931,118733912,CC(=CCC/C(=C/CC1=C(C(=O)C=C(C1=O)OC)O)/C)C,Unspecified,,,,10,IC50,>,10000,nM,
28,312388932,118733913,CC(=CCC/C(=C/CC/C(=C/CC1=C(C(=O)C=C(C1=O)OC)O)/C)/C)C,Unspecified,,,,10,IC50,>,10000,nM,
29,312388933,118733914,CCCCC1=C(C(=O)C=C(C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
30,312388934,118733915,CCCCCCC1=C(C(=O)C=C(C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
31,312388935,118733916,CCCCCCCCC1=C(C(=O)C=C(C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
32,312389104,118734013,CCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)OC,Active,,,,4.7,IC50,=,4700,nM,
33,312389105,145696,CCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)OC,Active,,,,1.8,IC50,=,1800,nM,
34,312389106,46189194,CCCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)OC,Active,,,,4.4,IC50,=,4400,nM,
35,312389107,13833994,CCCCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)OC,Active,,,,7.2,IC50,=,7200,nM,
36,312389108,117872651,CCCCCCCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
37,312389109,118734014,CC(=CCC/C(=C/CC1=C(C(=O)C=C(C1=O)OC)OC)/C)C,Unspecified,,,,10,IC50,>,10000,nM,
38,312389110,118734015,CC(=CCC/C(=C/CC/C(=C/CC1=C(C(=O)C=C(C1=O)OC)OC)/C)/C)C,Unspecified,,,,10,IC50,>,10000,nM,
39,312389111,17968847,CCCCC1=C(C(=CC(=O)C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
40,312389112,118734016,CCCCCCC1=C(C(=CC(=O)C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
