PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,312390178,56848704,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)N,Active,,,,0.44,IC50,=,440,nM
2,312390179,66780496,CCNC1=NC(=NO1)C2(CCC2)C3=CC=C(C=C3)C4=CN=C(N=C4)N,Active,,,,0.46,IC50,=,460,nM
3,312390180,56848706,CS(=O)(=O)NC1=NC(=NO1)C2(CCC2)C3=CC=C(C=C3)C4=CN=C(N=C4)N,Unspecified,,,,5,IC50,>,5000,nM
4,312390181,68074931,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CC=CC=C5,Active,,,,0.47,IC50,=,470,nM
5,312390182,68074929,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN=CC=C5,Active,,,,0.25,IC50,=,250,nM
6,312390183,68074901,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN=NC=C5,Active,,,,0.24,IC50,=,240,nM
7,312390184,56848883,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=NC=CN=C5,Active,,,,0.36,IC50,=,360,nM
8,312390185,68074900,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN=CN=C5,Active,,,,0.34,IC50,=,340,nM
9,312390186,56848643,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=NN=CC=C5,Active,,,,0.4,IC50,=,400,nM
10,312390187,68075035,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=NC=NC=C5,Active,,,,0.82,IC50,=,820,nM
11,312390188,136074284,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CC=CNC5=O,Unspecified,,,,5,IC50,>,5000,nM
12,312390189,136074283,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN=CN5,Active,,,,0.27,IC50,=,270,nM
13,312390190,56848769,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=NNN=C5,Active,,,,2.1,IC50,=,2100,nM
14,312390191,68075031,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=NC=NN5,Active,,,,2.7,IC50,=,2700,nM
15,312390192,56848825,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CSC=N5,Active,,,,0.2,IC50,=,200,nM
16,312390193,56848941,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=COC=N5,Active,,,,0.31,IC50,=,310,nM
17,312390194,68075192,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CC=NN5,Active,,,,0.16,IC50,=,160,nM
18,312390195,136074282,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CNN=C5,Active,,,,0.11,IC50,=,110,nM
19,312390196,68075361,CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.045,IC50,=,45,nM
20,312390197,68075551,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)CC(=O)O,Unspecified,,,,5,IC50,>,5000,nM
21,312390198,68074998,COCCN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.065,IC50,=,65,nM
22,312390276,66780354,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)CCN,Active,,,,0.24,IC50,=,240,nM
23,312390277,68074963,CN(C)CCN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.047,IC50,=,47,nM
24,312390278,68074990,CN(C)C(=O)CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.081,IC50,=,81,nM
25,312390279,68075088,CC(C)(CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N)O,Active,,,,0.069,IC50,=,69,nM
26,312390280,118734856,CN1C=C(C=N1)C2=NC(=NO2)CC3=CC=C(C=C3)C4=CN=C(N=C4)N,Unspecified,,,,5,IC50,>,5000,nM
27,312390281,68050181,CC(C)(C1=CC=C(C=C1)C2=CN=C(N=C2)N)C3=NOC(=N3)C4=CN(N=C4)C,Active,,,,0.093,IC50,=,93,nM
28,312390282,56849238,CN1C=C(C=N1)C2=NC(=NO2)C3(CC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,2.2,IC50,=,2200,nM
29,312390283,68075554,CC1(CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)C)C,Active,,,,1.5,IC50,=,1500,nM
30,312390284,68050692,CC(C)C(C1=CC=C(C=C1)C2=CN=C(N=C2)N)C3=NOC(=N3)C4=CN(N=C4)C,Active,,,,0.19,IC50,=,190,nM
31,312390285,68050144,CC(C)C(C)(C1=CC=C(C=C1)C2=CN=C(N=C2)N)C3=NOC(=N3)C4=CN(N=C4)C,Active,,,,0.046,IC50,=,46,nM
32,312390286,66765152,CC(C)[C@](C)(C1=CC=C(C=C1)C2=CN=C(N=C2)N)C3=NOC(=N3)C4=CN(N=C4)C,Active,,,,0.033,IC50,=,33,nM
33,312390287,66765153,CC(C)[C@@](C)(C1=CC=C(C=C1)C2=CN=C(N=C2)N)C3=NOC(=N3)C4=CN(N=C4)C,Active,,,,0.36,IC50,=,360,nM
34,312390288,68049926,C[C@@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)C,Active,,,,0.015,IC50,=,15,nM
35,312390289,68050153,C[C@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)C,Active,,,,0.35,IC50,=,350,nM
36,312390290,68049848,C[C@@](C1CCC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)C,Active,,,,0.091,IC50,=,91,nM
37,312390291,56837376,C[C@](C1CCC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)C,Active,,,,3.2,IC50,=,3200,nM
38,312390292,66765267,C[C@@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(C=C3)N)C4=NOC(=N4)C5=CN(N=C5)CC(=O)N(C)C,Active,,,,0.066,IC50,=,66,nM
39,312390293,66764813,C[C@@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)CC(=O)N(C)C,Active,,,,0.045,IC50,=,45,nM
40,312390294,68050156,C[C@@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(C=N3)N)C4=NOC(=N4)C5=CN(N=C5)CC(=O)N(C)C,Active,,,,0.073,IC50,=,73,nM
41,312390295,56839757,C[C@@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)NC)C4=NOC(=N4)C5=CN(N=C5)CC(=O)N(C)C,Active,,,,0.03,IC50,=,30,nM
42,312390296,56840400,CCNC1=NC=C(C=N1)C2=CC=C(C=C2)C(C)(C3CC3)C4=NOC(=N4)C5=CN(N=C5)CC(=O)N(C)C,Active,,,,1,IC50,=,1000,nM
43,312390297,56837589,CC(C)NC1=NC=C(C=N1)C2=CC=C(C=C2)[C@@](C)(C3CC3)C4=NOC(=N4)C5=CN(N=C5)CC(=O)N(C)C,Unspecified,,,,50,IC50,>,50000,nM
44,312390298,56838888,C[C@@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)CCN(C)C,Active,,,,0.014,IC50,=,14,nM
45,312390299,56838673,C[C@@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)CC(C)(C)O,Active,,,,0.02,IC50,=,20,nM
