PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,1.05,IC50,=,1050,nM
2,440121107,155518055,CC1=C(SC(=N1)NC(=O)C2=CC=C(C=C2)OC)C(=O)/C=C/C3=CC=C(C=C3)F,Active,,,,0.56,IC50,=,560,nM
3,440125857,155521055,CC1=CC=C(C=C1)/C=C/C(=O)C2=C(N=C(S2)NC(=O)C3=CC=C(C=C3)F)C,Active,,,,0.54,IC50,=,540,nM
4,440129270,155523257,CC1=C(SC(=N1)NC(=O)C2=CC=CC=C2)C(=O)/C=C/C3=CC(=CC=C3)[N+](=O)[O-],Active,,,,0.24,IC50,=,240,nM
5,440140232,155530430,CC1=C(SC(=N1)NC(=O)C2=CC=CC=C2)C(=O)/C=C/C3=CC(=C(C(=C3)OC)OC)OC,Active,,,,0.07,IC50,=,70,nM
6,440151384,155537759,CC1=C(SC(=N1)NC(=O)C2=CC=CC=C2)C(=O)/C=C/C3=CC=C(C=C3)F,Active,,,,0.14,IC50,=,140,nM
7,440167756,155544859,CC1=C(SC(=N1)NC(=O)C2=CC=CC=C2)C(=O)/C=C/C3=CC=C(C=C3)N(C)C,Active,,,,0.64,IC50,=,640,nM
8,440206701,155560377,CC1=CC=C(C=C1)/C=C/C(=O)C2=C(N=C(S2)NC(=O)C3=CC=C(C=C3)OC)C,Active,,,,0.08,IC50,=,80,nM
9,440206954,155560482,CC1=C(SC(=N1)NC(=O)C2=CC=CC=C2)C(=O)/C=C/C3=CC4=C(C=C3Br)OCO4,Active,,,,0.12,IC50,=,120,nM
